time,latitude,longitude,BurntArea,BAs_GWIS,FCCI_BA,ws10,Lai,swvl1,mslp,rH_cf,FCD_emissions,FRP_emissions,ssr,NDVI
2001-03-14 12:00:00,13.375,101.625,0.0,0.0,0.0,1.5285175,1.1,0.4844184,100954.54,76.62154,,,13.122173,0.4832363
2001-01-01 12:00:00,13.375,101.875,0.0,332.01932,10.7329,1.7435062,4.3,0.2398639,101096.67,60.74103,,,13.764673,0.7851566
2001-03-14 12:00:00,13.375,101.875,0.0,0.0,0.0,1.4552244,3.4,0.45676708,100969.445,77.86285,,,13.264539,0.6540561
2001-01-01 12:00:00,13.375,102.125,128.62,46.30298,1110.8586,1.7945347,1.0,0.23006396,101113.82,60.899273,,,13.659279,0.5738603
2001-03-14 12:00:00,13.375,102.125,0.0,0.0,0.0,1.4887968,0.8,0.4460373,100985.29,77.75138,,,13.256988,0.3945499
2001-01-01 12:00:00,13.375,102.375,342.97998,138.89377,2479.3076,1.8329262,1.8000001,0.2072963,101120.56,60.027603,,,13.707644,0.58127904
2001-03-14 12:00:00,13.375,102.375,0.0,0.0,568.8454,1.6120311,1.2,0.42133075,100987.195,77.44621,,,13.3909235,0.5184476
2001-01-01 12:00:00,13.375,102.625,0.0,254.76627,563.479,1.8472005,3.0,0.1886957,101104.03,59.349014,,,13.958097,0.54595757
2001-03-14 12:00:00,13.375,102.625,0.0,0.0,144.8946,1.6993699,1.9,0.3907076,100965.695,76.44961,,,13.814085,0.62778527
2001-01-01 12:00:00,13.375,102.875,0.0,23.157602,3466.7375,1.8612577,0.6,0.17013308,101080.67,57.958397,,,14.063333,0.46087813
2001-03-14 12:00:00,13.375,102.875,0.0,0.0,0.0,1.7205731,0.4,0.35650152,100938.08,73.84244,,,14.000818,0.3255632
2001-01-01 12:00:00,13.375,103.125,0.0,0.0,493.7149,1.8912733,1.3000001,0.15361235,101072.34,55.74507,,,13.931946,0.50820065
2001-03-14 12:00:00,13.375,103.125,0.0,0.0,69.764,1.7203267,1.3000001,0.33651817,100929.375,71.95024,,,14.018304,0.42523134
2001-01-01 12:00:00,13.375,103.375,0.0,0.0,0.0,1.8012993,2.9,0.21482576,101069.78,55.49859,,,14.210083,0.63790894
2001-03-14 12:00:00,13.375,103.375,0.0,0.0,0.0,1.6382552,3.5,0.4038265,100928.82,73.0219,,,14.244856,0.64384335
2001-01-01 12:00:00,13.375,103.625,0.0,0.0,0.0,1.688816,1.6,0.23302603,101066.375,55.15958,,,14.56431,0.54492676
2001-03-14 12:00:00,13.375,103.625,0.0,0.0,0.0,1.5868227,2.8,0.42861906,100926.195,73.30069,,,14.46332,0.5683381
2001-01-01 12:00:00,13.375,103.875,0.0,0.0,0.0,1.6791776,1.0,0.16971344,101062.93,55.30075,,,14.676738,0.49691442
2001-03-14 12:00:00,13.375,103.875,0.0,0.0,0.0,1.6944889,1.0,0.37849337,100923.86,74.37728,,,14.771924,0.44444975
2001-01-01 12:00:00,13.375,104.125,0.0,0.0,10.7329,1.7552066,1.5,0.20972532,101062.79,55.669506,,,14.594793,0.5310228
2001-03-14 12:00:00,13.375,104.125,0.0,0.0,16.0994,1.7647452,1.0,0.3794052,100928.41,75.376076,,,14.922217,0.46146375
2001-01-01 12:00:00,13.375,104.375,21.439999,0.0,1148.424,1.6371597,2.1000001,0.23492685,101058.17,53.8391,,,14.599236,0.5884437
2001-03-14 12:00:00,13.375,104.375,0.0,46.33209,0.0,1.5344748,1.1,0.4108205,100927.45,74.32527,,,15.156975,0.53153706
2001-01-01 12:00:00,13.375,104.625,128.63,20.573639,11291.047,1.6275599,2.7,0.25232512,101057.984,52.667786,,,14.397896,0.70464647
2001-03-14 12:00:00,13.375,104.625,0.0,0.0,16.0994,1.4059213,1.5,0.43273127,100932.49,74.61653,,,14.903549,0.58435154
2001-01-01 12:00:00,13.375,104.875,42.879997,118.29802,3702.862,1.7027161,2.3,0.25572807,101065.25,52.68369,,,14.3333435,0.6644363
2001-03-14 12:00:00,13.375,104.875,0.0,0.0,0.0,1.3477527,1.1,0.41548625,100938.84,74.29208,,,14.90238,0.58074874
2001-01-01 12:00:00,13.125,101.625,0.0,23.182158,0.0,1.6129779,2.7,0.2628591,101079.95,62.059525,,,13.494751,0.7426074
2001-03-14 12:00:00,13.125,101.625,0.0,0.0,0.0,1.3725902,1.9,0.4846365,100953.6,78.91134,,,12.681478,0.67856926
2001-01-01 12:00:00,13.125,101.875,321.53998,293.44492,429.3173,1.5257474,2.8,0.2596415,101091.59,62.714577,,,13.68759,0.73832834
2001-03-14 12:00:00,13.125,101.875,0.0,0.0,0.0,1.2704024,2.6000001,0.48437402,100966.8,80.28303,,,12.816807,0.7012361
2001-01-01 12:00:00,13.125,102.125,85.75,0.0,0.0,1.5684465,3.5,0.26815522,101112.414,63.575607,,,13.668912,0.78178704
2001-03-14 12:00:00,13.125,102.125,0.0,0.0,0.0,1.2250193,2.8,0.48525268,100987.46,81.141335,,,12.901274,0.6942547
2001-01-01 12:00:00,13.125,102.375,0.0,1210.1677,107.3293,1.6745509,1.3000001,0.2144168,101120.445,63.273453,,,13.760982,0.66114277
2001-03-14 12:00:00,13.125,102.375,0.0,0.0,32.1988,1.3434908,1.0,0.4347151,100989.86,80.62952,,,13.246606,0.5007175
2001-01-01 12:00:00,13.125,102.625,2508.01,7224.787,4738.5903,1.733758,2.2,0.15865521,101123.19,62.338642,,,13.921231,0.60302526
2001-03-14 12:00:00,13.125,102.625,0.0,0.0,182.4598,1.4957678,1.8000001,0.38157386,100988.4,79.06455,,,13.561123,0.5358307
2001-01-01 12:00:00,13.125,102.875,85.75,0.0,4904.95,1.71827,1.4,0.14302614,101099.125,59.846485,,,14.095637,0.46462554
2001-03-14 12:00:00,13.125,102.875,0.0,0.0,0.0,1.5578041,1.1,0.35427338,100959.95,76.01668,,,13.856146,0.43331736
2001-01-01 12:00:00,13.125,103.125,0.0,12.88268,16.0994,1.7562644,0.7,0.14583683,101072.766,56.329926,,,14.004354,0.46848458
2001-03-14 12:00:00,13.125,103.125,0.0,0.0,75.1305,1.6144676,0.6,0.33713776,100930.12,72.89814,,,13.836111,0.3602497
2001-01-01 12:00:00,13.125,103.375,0.0,0.0,0.0,1.7212846,2.2,0.1932322,101065.72,56.091183,,,14.298601,0.59440804
2001-03-14 12:00:00,13.125,103.375,0.0,0.0,0.0,1.5934545,3.4,0.36989382,100924.72,73.04043,,,13.986331,0.62769765
2001-01-01 12:00:00,13.125,103.625,0.0,0.0,0.0,1.6417211,2.1000001,0.25600892,101068.83,57.19461,,,15.12056,
2001-03-14 12:00:00,13.125,103.625,0.0,0.0,0.0,1.5846729,5.0,0.45207688,100929.14,74.65546,,,14.818619,0.64454246
2001-01-01 12:00:00,13.125,103.875,0.0,0.0,0.0,1.7708892,1.8000001,0.15226859,101067.234,58.24189,,,15.781416,
2001-03-14 12:00:00,13.125,103.875,0.0,0.0,0.0,1.8851708,2.8,0.32788935,100925.24,74.82567,,,16.018229,0.022106865
2001-01-01 12:00:00,13.125,104.125,0.0,23.166515,0.0,2.1843207,1.7,0.09420215,101062.984,58.742634,,,15.997892,
2001-03-14 12:00:00,13.125,104.125,0.0,0.0,0.0,2.337184,2.4,0.17573196,100924.586,75.41386,,,16.644659,0.4291438
2001-01-01 12:00:00,13.125,104.375,0.0,0.0,0.0,1.8556167,1.3000001,0.1467518,101055.93,56.57909,,,15.716245,0.49312335
2001-03-14 12:00:00,13.125,104.375,0.0,23.166246,0.0,1.8888196,1.0,0.30503497,100924.05,74.26337,,,16.520052,0.43988943
2001-01-01 12:00:00,13.125,104.625,0.0,69.515656,0.0,1.6924956,2.7,0.2130529,101054.63,53.689976,,,14.822613,0.6136193
2001-03-14 12:00:00,13.125,104.625,0.0,0.0,0.0,1.5375758,1.9,0.40384224,100928.15,73.962616,,,15.493854,0.5810315
2001-01-01 12:00:00,13.125,104.875,64.31,23.183352,1105.4921,1.7775792,3.5,0.22179689,101055.586,53.18313,,,14.451675,0.68058026
2001-03-14 12:00:00,13.125,104.875,0.0,0.0,0.0,1.4056318,2.1000001,0.39325735,100930.86,73.8325,,,15.184538,0.64392537
